month,ticker,month_end_price,prev_month_price,monthly_return
2007-02-01 00:00:00+07,AAPL,2.54577,2.57974,-0.01316799367378107871
2007-03-01 00:00:00+07,AAPL,2.79607,2.54577,0.09831995820517957239
2007-04-01 00:00:00+07,AAPL,3.00341,2.79607,0.07415408054877023823
2007-05-01 00:00:00+07,AAPL,3.64715,3.00341,0.21433637099163950310
2007-06-01 00:00:00+07,AAPL,3.67208,3.64715,0.00683547427443346174
2007-07-01 00:00:00+07,AAPL,3.96516,3.67208,0.07981307596784383782
2007-08-01 00:00:00+07,AAPL,4.16651,3.96516,0.05077979198821737332
2007-09-01 00:00:00+07,AAPL,4.61806,4.16651,0.10837607494041775971
2007-10-01 00:00:00+07,AAPL,5.71657,4.61806,0.23787261317522942534
2007-11-01 00:00:00+07,AAPL,5.48342,5.71657,-0.04078494621774945466
2007-12-01 00:00:00+07,AAPL,5.9615,5.48342,0.08718646392215077452
2008-01-01 00:00:00+07,AAPL,4.07407,5.9615,-0.31660320389163801057
2008-02-01 00:00:00+07,AAPL,3.76205,4.07407,-0.07658680385953113226
2008-03-01 00:00:00+07,AAPL,4.31855,3.76205,0.14792466873114392419
2008-04-01 00:00:00+07,AAPL,5.23449,4.31855,0.21209433721966863878
2008-05-01 00:00:00+07,AAPL,5.68011,5.23449,0.08513150278250603211
2008-06-01 00:00:00+07,AAPL,5.03955,5.68011,-0.11277246391355096996
2008-07-01 00:00:00+07,AAPL,4.78342,5.03955,-0.05082398230000694506
2008-08-01 00:00:00+07,AAPL,5.10124,4.78342,0.06644200174770352593
2008-09-01 00:00:00+07,AAPL,3.42029,5.10124,-0.32951792113290102014
2008-10-01 00:00:00+07,AAPL,3.23826,3.42029,-0.05322063333810875686
2008-11-01 00:00:00+07,AAPL,2.78857,3.23826,-0.13886778702142508631
2008-12-01 00:00:00+07,AAPL,2.56882,2.78857,-0.07880383135442180042
2009-01-01 00:00:00+07,AAPL,2.7124,2.56882,0.05589336738268932817
2009-02-01 00:00:00+07,AAPL,2.68804,2.7124,-0.00898097625718920513
2009-03-01 00:00:00+07,AAPL,3.16346,2.68804,0.17686492760524396958
2009-04-01 00:00:00+07,AAPL,3.78611,3.16346,0.19682562763556359176
2009-05-01 00:00:00+07,AAPL,4.08688,3.78611,0.07944037547773308224
2009-06-01 00:00:00+07,AAPL,4.28615,4.08688,0.04875846611596132013
2009-07-01 00:00:00+07,AAPL,4.91696,4.28615,0.14717403730620720227
2009-08-01 00:00:00+07,AAPL,5.0623,4.91696,0.02955891445120562299
2009-09-01 00:00:00+07,AAPL,5.57775,5.0623,0.10182130652075143709
2009-10-01 00:00:00+07,AAPL,5.67293,5.57775,0.01706422840751198960
2009-11-01 00:00:00+07,AAPL,6.01559,5.67293,0.06040264907199630526
2009-12-01 00:00:00+07,AAPL,6.3413,6.01559,0.05414431502146921582
2010-01-01 00:00:00+07,AAPL,5.77948,6.3413,-0.08859697538359642345
